City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,trincomalee,8.5711,81.2335,78.93,75,72,12.1,LK,1675543959
368,fare,-16.7,-151.0167,81.27,73,20,17.63,PF,1675543960
369,rincon,32.296,-81.2354,55.9,54,20,9.22,US,1675543960
370,grand gaube,-20.0064,57.6608,79.38,79,97,1.01,MU,1675543960
371,hofn,64.2539,-15.2082,33.53,58,36,11.41,IS,1675543961
372,hamilton,39.1834,-84.5333,48.72,38,0,18.41,US,1675543837
373,asau,46.4333,26.4,25.72,95,100,11.92,RO,1675543962
374,svetlyy,54.675,20.1347,28.96,74,73,10.13,RU,1675543962
375,roma,43.2128,-75.4557,12.09,55,100,10.36,US,1675543963
376,vrangel,42.7297,133.0839,18.84,65,66,3.94,RU,1675543963
377,alice springs,-23.7,133.8833,53.15,94,2,4.61,AU,1675543964
378,picton,-34.1833,150.6,64.76,59,0,5.41,AU,1675543964
379,bay roberts,47.5999,-53.2648,8.35,89,100,11.01,CA,1675543965
380,joshimath,30.5667,79.5667,38.66,44,2,9.91,IN,1675543965
381,metro,-5.1131,105.3067,75.49,88,100,1.63,ID,1675543966
382,yaan,7.3833,8.5667,87.94,19,100,3.65,NG,1675543966
383,sabla,12.7525,4.7077,80.19,13,65,8.61,NG,1675543967
384,denia,38.8408,0.1057,57.33,50,0,1.99,ES,1675543967
385,kaniama,-7.5667,24.1833,63.52,98,91,4.05,CD,1675543968
386,shizukuishi,39.6833,140.9833,19.09,92,19,3.09,JP,1675543968
387,puerto del rosario,28.5004,-13.8627,60.55,67,20,8.05,ES,1675543865
388,ulaangom,49.9811,92.0667,-16.22,92,70,2.77,MN,1675543969
389,damaturu,11.747,11.9608,75.56,15,98,9.19,NG,1675543969
390,igrim,63.1906,64.4162,4.57,98,99,3.6,RU,1675543970
391,clifton,40.8584,-74.1638,25.2,32,0,8.05,US,1675543970
392,tasiilaq,65.6145,-37.6368,24.96,81,100,16.15,GL,1675543971
393,sao filipe,14.8961,-24.4956,71.62,63,37,13.96,CV,1675543971
394,tselinnoye,53.0833,85.6667,-4.27,100,99,2.93,RU,1675543972
395,horstel,52.3167,7.5833,39.45,64,23,5.59,DE,1675543972
396,chenghai,23.4632,116.768,57.11,94,75,4.47,CN,1675543973
397,rayon,19.1444,-99.5836,70.86,31,2,3.04,MX,1675543973
398,taywarah,33.35,64.4167,18.55,72,32,4.74,AF,1675543974
399,vila velha,-20.3297,-40.2925,85.95,81,0,16.11,BR,1675543974
400,iralaya,15.0,-83.2333,80.17,69,2,13.11,HN,1675543975
401,soe,-9.8607,124.284,66.69,97,100,2.95,ID,1675543975
402,belmonte,-15.8631,-38.8828,80.82,79,2,11.03,BR,1675543754
403,mehamn,71.0357,27.8492,28.35,80,100,5.75,NO,1675543976
404,carutapera,-1.195,-46.02,77.25,93,100,8.88,BR,1675543976
405,chupa,66.27,33.0549,9.93,89,19,7.87,RU,1675543977
406,aykhal,66.0,111.5,-36.17,100,100,2.35,RU,1675543977
407,nemyriv,48.9708,28.8378,25.41,71,100,12.75,UA,1675543978
408,praia da vitoria,38.7333,-27.0667,61.75,94,75,12.39,PT,1675543978
409,camacari,-12.6975,-38.3242,82.17,72,0,9.51,BR,1675543979
410,bayangol,50.6977,103.4656,-9.53,97,82,3.33,RU,1675543979
411,chau doc,10.7,105.1167,70.72,86,37,1.9,VN,1675543979
412,chanika,-5.4167,38.0167,68.68,95,100,3.15,TZ,1675543980
413,mogadishu,2.0371,45.3438,76.57,75,30,22.64,SO,1675543980
414,canyon,34.9803,-101.9188,67.51,12,98,15.57,US,1675543981
415,ringebu,61.5167,10.1667,7.59,100,100,3.76,NO,1675543982
416,airai,-8.9266,125.4092,60.03,91,99,2.51,TL,1675543985
417,hudson bay,52.85,-102.3842,17.22,86,100,1.48,CA,1675543988
418,tura,25.5198,90.2201,56.61,54,0,2.42,IN,1675543990
419,awjilah,29.1081,21.2869,55.26,51,100,4.9,LY,1675543991
420,manjacaze,-24.7117,33.8828,73.15,91,26,6.35,MZ,1675543998
421,businga,3.3333,20.8833,77.07,27,78,1.66,CD,1675544001
422,bahia honda,22.9036,-83.1592,76.35,75,56,13.38,CU,1675543787
423,milkovo,54.7167,158.6167,-10.05,98,99,2.1,RU,1675544007
424,talnakh,69.4865,88.3972,11.21,96,100,6.46,RU,1675544010
425,oriximina,-1.7656,-55.8661,82.98,71,90,4.83,BR,1675543967
426,lorengau,-2.0226,147.2712,81.36,73,100,4.23,PG,1675544013
427,kolomak,49.8399,35.3044,27.79,96,100,3.62,UA,1675544014
428,kearney,40.6995,-99.0815,43.25,57,0,8.05,US,1675543880
429,salalah,17.0151,54.0924,73.49,78,40,2.3,OM,1675544014
430,san quintin,30.4833,-115.95,64.45,53,0,11.03,MX,1675544015
431,jiuquan,39.7432,98.5174,24.94,45,39,5.41,CN,1675544015
432,chicama,-7.8447,-79.1469,73.94,56,42,10.85,PE,1675544016
433,labytnangi,66.6572,66.4183,3.79,90,53,6.78,RU,1675544016
434,senador guiomard,-10.1522,-67.7392,78.55,90,90,3.53,BR,1675544017
435,praya,14.9215,-23.5087,72.14,60,56,19.57,CV,1675544017
436,prince rupert,54.3161,-130.3201,44.69,92,100,34.52,CA,1675544018
437,ballarat,-37.5662,143.8496,52.57,93,100,1.01,AU,1675544019
438,arlit,18.7369,7.3853,74.1,11,20,11.54,NE,1675544019
439,oxford,51.7522,-1.256,47.37,89,75,9.22,GB,1675543789
440,dayong,25.0209,118.2898,56.34,93,100,2.17,CN,1675544020
441,abu samrah,35.3029,37.1841,41.32,81,100,0.87,SY,1675544021
442,lichtenburg,-26.152,26.1597,68.81,64,68,5.44,ZA,1675544021
443,whyalla,-33.0333,137.5833,63.5,68,0,7.92,AU,1675544021
444,mokhsogollokh,61.4681,128.9203,-36.35,100,97,3.78,RU,1675544022
445,broken hill,-31.95,141.4333,60.64,57,0,11.77,AU,1675544023
446,calatrava,10.595,123.4838,76.91,86,51,5.84,PH,1675544023
447,udachnyy,66.4167,112.4,-40.56,72,86,0.47,RU,1675544024
448,sao goncalo do amarante,-3.6072,-38.9683,82.13,80,91,8.23,BR,1675544025
449,eldorado,-23.7869,-54.2836,81.63,65,43,1.83,BR,1675544026
450,englewood,39.6478,-104.9878,55.63,21,20,18.41,US,1675543785
451,iskateley,67.6803,53.1512,1.96,98,53,7.74,RU,1675544026
452,moroni,-11.7022,43.2551,79.79,79,42,0.96,KM,1675544027
453,luderitz,-26.6481,15.1594,63.52,86,15,15.82,NA,1675543827
454,muzhi,65.3667,64.6667,3.7,91,18,6.26,RU,1675544028
455,tingo maria,-9.2895,-76.0088,82.04,68,41,3.42,PE,1675544028
456,bathsheba,13.2167,-59.5167,83.01,69,40,21.85,BB,1675544028
457,katsina,12.9894,7.6006,80.49,28,0,5.75,NG,1675544029
458,montes altos,-5.8333,-47.0667,80.58,76,87,4.29,BR,1675544029
459,nongstoin,25.5167,91.2667,46.99,76,4,3.69,IN,1675544030
460,sistranda,63.7256,8.834,33.76,53,100,10.4,NO,1675544030
461,danjiangkou,32.5428,111.5086,38.55,69,93,2.24,CN,1675544031
462,saldanha,-33.0117,17.9442,66.25,96,88,14.74,ZA,1675544032
463,leningradskiy,69.3833,178.4167,-26.32,99,100,4.9,RU,1675544032
464,shahrud,36.4182,54.9763,33.73,61,95,2.15,IR,1675544033
465,san luis,-33.295,-66.3356,85.71,18,0,9.6,AR,1675544033
466,jumla,29.2747,82.1838,37.09,42,0,4.03,NP,1675544034
467,ngunguru,-35.6167,174.5,69.37,79,90,10.96,NZ,1675544034
468,oistins,13.0667,-59.5333,82.49,69,40,21.85,BB,1675543795
469,mount gambier,-37.8333,140.7667,56.88,82,100,2.75,AU,1675544035
470,chauk,20.8833,94.8167,66.06,34,33,5.26,MM,1675544035
471,korce,40.6186,20.7808,33.33,76,97,11.54,AL,1675543925
472,dwarka,22.2394,68.9678,69.03,63,56,9.06,IN,1675543921
473,combita,5.6333,-73.3167,62.11,47,89,5.1,CO,1675544037
474,finote selam,10.7,37.2667,61.39,44,7,2.48,ET,1675544037
475,bambanglipuro,-7.95,110.2833,77.36,86,100,10.49,ID,1675544038
476,gigmoto,13.7796,124.39,77.02,88,94,13.44,PH,1675544038
477,kahului,20.8947,-156.47,75.97,84,75,16.11,US,1675543811
478,lyuban,52.7985,28.0048,21.54,93,99,8.66,BY,1675544039
479,omaruru,-21.4333,15.9333,70.07,66,87,3.91,NA,1675544039
480,skoghall,59.3232,13.4655,21.76,86,78,5.75,SE,1675544040
481,joensuu,62.6012,29.7632,5.49,85,0,4.61,FI,1675544040
482,lake havasu city,34.4839,-114.3224,68.92,24,0,3.44,US,1675544041
483,itirapina,-22.2528,-47.8228,71.85,91,100,7.67,BR,1675544041
484,ust-maya,60.4167,134.5333,-28.17,99,100,0.72,RU,1675544042
485,sao jose da tapera,-9.5583,-37.3811,87.84,41,90,19.01,BR,1675544051
486,peniche,39.3558,-9.3811,53.11,88,0,13.6,PT,1675544053
487,winslow,35.0242,-110.6974,51.98,32,0,4.61,US,1675544057
488,ketchikan,55.3422,-131.6461,46.38,87,100,8.05,US,1675544058
489,nizhniy baskunchak,48.2198,46.8311,22.93,97,77,4.65,RU,1675544058
490,eureka,40.8021,-124.1637,61.25,47,100,5.99,US,1675544059
491,labuhan,-6.8844,112.2051,76.69,89,100,6.93,ID,1675543976
492,maridi,4.9158,29.4742,75.58,28,29,3.76,SS,1675544060
493,hornepayne,49.2138,-84.7705,20.21,94,100,9.06,CA,1675544060
494,namibe,-15.1961,12.1522,71.06,76,52,7.63,AO,1675544062
495,skjervoy,70.0311,20.9714,26.6,68,99,15.57,NO,1675544062
496,maxixe,-23.8597,35.3472,74.98,89,8,7.29,MZ,1675544063
497,ternate,0.8,127.4,78.64,79,100,7.25,ID,1675544016
498,pilar,-9.5972,-35.9567,84.13,76,32,8.68,BR,1675544064
499,poum,-20.2333,164.0167,81.54,78,35,4.56,NC,1675544064
500,warwick,41.7001,-71.4162,16.29,27,75,10.36,US,1675544065
501,napasar,27.9667,73.55,66.15,27,0,1.74,IN,1675544065
502,raga,8.4596,25.678,73.99,17,51,3.53,SS,1675544066
503,wamba,8.9333,8.6,81.18,17,18,4.27,NG,1675544067
504,areka,7.0667,37.7,63.1,39,8,7.85,ET,1675544067
505,berezovyy,51.6667,135.7,-11.49,96,100,2.01,RU,1675544068
506,vondrozo,-22.8167,47.2833,67.23,99,100,1.23,MG,1675544069
507,pinan,58.68,11.6463,27.39,69,36,7.61,SE,1675544069
508,sechura,-5.5569,-80.8222,81.5,57,84,16.6,PE,1675544070
509,ambon,-3.6954,128.1814,75.34,94,40,3.44,ID,1675544071
510,osa,57.2829,55.4567,2.5,96,100,0.94,RU,1675544071
511,banda aceh,5.5577,95.3222,76.41,87,85,5.03,ID,1675544072
512,constitucion,-35.3333,-72.4167,67.5,75,34,6.17,CL,1675544072
513,garissa,-0.4536,39.6401,81.95,46,57,11.1,KE,1675544073
514,bandarbeyla,9.4942,50.8122,75.27,65,100,15.59,SO,1675544073
515,humaita,-7.5061,-63.0208,83.26,70,76,1.9,BR,1675544074
516,lompoc,34.6391,-120.4579,71.69,71,0,10.0,US,1675544074
517,kavaratti,10.5669,72.642,81.21,67,81,5.39,IN,1675544074
518,derzhavinsk,51.1,66.3167,0.52,97,39,9.4,KZ,1675544075
519,sioux lookout,50.1001,-91.917,5.07,72,100,0.0,CA,1675544076
520,carmaux,44.051,2.158,48.47,83,0,1.39,FR,1675544076
521,saint-louis,16.3333,-15.0,72.97,10,62,13.4,SN,1675543841
522,goulburn,-34.75,149.7167,55.69,67,0,13.02,AU,1675544077
523,atlantic city,39.3643,-74.4229,29.01,41,0,11.01,US,1675544078
524,krasnoselkup,65.7,82.4667,5.79,96,100,8.79,RU,1675544078
525,miranda,3.2499,-76.2281,86.13,67,60,1.14,CO,1675544079
526,yeppoon,-23.1333,150.7333,80.38,85,59,9.04,AU,1675544079
527,lingao,19.9103,109.6859,68.67,92,98,11.81,CN,1675544080
528,rodney,42.5668,-81.6831,25.48,59,11,19.26,CA,1675544080
529,takaka,-40.85,172.8,70.56,94,99,5.44,NZ,1675544081
530,polgar,47.8667,21.1167,28.9,65,4,15.23,HU,1675544081
531,nelson bay,-32.7167,152.15,68.0,64,0,8.01,AU,1675544082
532,fairbanks,64.8378,-147.7164,10.36,79,100,3.44,US,1675544082
533,nago,26.5881,127.9761,61.65,76,98,10.78,JP,1675544083
534,hrubieszow,50.805,23.8925,24.8,84,100,9.4,PL,1675544083
535,kruisfontein,-34.0033,24.7314,71.96,66,100,2.77,ZA,1675544084
536,zemio,5.0314,25.1361,74.1,24,22,3.29,CF,1675544084
537,anadyr,64.75,177.4833,-21.5,69,0,8.95,RU,1675544085
538,vanino,49.0869,140.2543,-8.66,92,45,4.65,RU,1675544085
539,nantucket,41.2835,-70.0995,15.94,51,0,17.27,US,1675544086
540,dabat,12.9842,37.765,54.77,45,12,2.3,ET,1675544087
541,umm kaddadah,13.6017,26.6876,64.35,16,51,12.39,SD,1675544087
542,maymyo,22.0333,96.4667,57.92,48,91,1.59,MM,1675544088
543,banff,51.1762,-115.5698,40.23,44,71,9.22,CA,1675543802
544,kurumkan,54.3,110.3,-6.66,93,44,4.41,RU,1675544088
545,ust-tsilma,65.441,52.1498,-3.37,100,92,2.89,RU,1675544092
546,ponta do sol,32.6667,-17.1,63.23,49,23,9.71,PT,1675543809
547,lesozavodsk,45.4794,133.4244,5.97,96,100,7.45,RU,1675544092
548,balykshi,47.0667,51.8667,12.2,92,75,8.95,KZ,1675544093
549,saint-augustin,51.226,-58.6502,8.22,72,71,23.04,CA,1675544093
550,keti bandar,24.1447,67.4497,69.33,81,1,8.52,PK,1675544094
551,anloga,5.7947,0.8973,81.28,86,50,15.75,GH,1675544094
552,asekeyevo,53.5742,52.7972,10.98,91,100,4.34,RU,1675544095
553,catamarca,-28.4696,-65.7852,81.77,53,81,3.0,AR,1675544095
554,san ramon,37.7799,-121.978,61.43,84,100,11.5,US,1675544096
555,morant bay,17.8815,-76.4093,82.71,67,5,10.49,JM,1675543874
556,mujiayingzi,42.1167,118.7833,20.59,40,75,7.14,CN,1675544097
557,river rouge,42.2734,-83.1344,34.12,55,0,20.71,US,1675544097
558,riyadh,24.6877,46.7219,60.94,52,0,13.89,SA,1675544090
559,beruwala,6.4788,79.9828,74.93,90,31,4.12,LK,1675544098
560,balkhash,46.844,74.9804,14.83,97,92,2.91,KZ,1675544098
561,albion,42.2431,-84.753,34.18,56,0,14.97,US,1675544099
562,ahipara,-35.1667,173.1667,70.56,78,100,9.48,NZ,1675544099
563,namie,37.4833,141.0,30.72,65,1,11.5,JP,1675543911
564,opuwo,-18.0607,13.84,72.34,32,84,2.1,NA,1675544100
565,senno,59.5336,33.9167,24.26,95,97,6.26,RU,1675544100
566,mao,39.8885,4.2658,55.96,71,0,13.8,ES,1675544101
567,te anau,-45.4167,167.7167,64.85,98,100,3.27,NZ,1675544102
568,severodvinsk,64.5635,39.8302,11.32,98,74,5.57,RU,1675544102
569,bilma,18.6853,12.9164,73.26,15,26,5.12,NE,1675544103
570,ulladulla,-35.35,150.4667,61.3,64,0,3.89,AU,1675543853
571,gondar,12.6,37.4667,60.03,40,20,5.03,ET,1675544104
572,boguchany,58.3814,97.4531,6.24,98,98,2.71,RU,1675544105
573,kirensk,57.7853,108.1119,6.84,96,100,5.55,RU,1675544105
574,birao,10.2849,22.7882,73.38,13,51,6.51,CF,1675544106
575,santo antonio do ica,-3.1022,-67.9397,78.91,92,100,0.81,BR,1675543852
576,dafeng,23.4517,108.5881,56.35,96,100,3.62,CN,1675544107
577,brokopondo,4.75,-55.1667,77.72,88,45,11.3,SR,1675544108
578,muros,42.7762,-9.0603,49.84,78,2,8.99,ES,1675544108
579,bharatpur,27.2167,77.4833,58.68,42,0,6.44,IN,1675544109
580,port-gentil,-0.7193,8.7815,80.56,94,20,5.75,GA,1675544110
581,havre-saint-pierre,50.2334,-63.5986,8.6,56,100,25.32,CA,1675544110
582,loandjili,-4.7561,11.8578,78.91,83,75,6.91,CG,1675544110
583,orlik,52.5178,99.825,-9.08,98,95,2.51,RU,1675544111
584,brae,60.3964,-1.353,42.57,66,69,25.68,GB,1675543881
585,tateyama,34.9833,139.8667,43.11,68,4,12.26,JP,1675544112
586,caluquembe,-13.7833,14.6833,63.66,69,98,3.47,AO,1675544113
587,lethem,3.3803,-59.7968,87.73,50,99,11.99,GY,1675544113
588,darnah,32.767,22.6367,56.98,67,0,19.71,LY,1675544113
589,ormara,25.2088,64.6357,70.84,80,0,9.6,PK,1675544115
590,huarmey,-10.0681,-78.1522,75.6,74,78,8.43,PE,1675544115
591,baykit,61.67,96.37,2.17,100,99,1.68,RU,1675544116
592,kailua,21.4022,-157.7394,71.49,90,100,1.99,US,1675544116
593,dingle,10.9995,122.6711,74.1,94,96,8.84,PH,1675544117
594,canico,32.6333,-16.85,63.23,74,40,18.41,PT,1675544117
595,henties bay,-22.116,14.2845,64.45,87,99,7.23,NA,1675544118
